['北京','北京', '2', '/beijing']
['新疆', '乌苏市', '2269', '/wusu']
['浙江', '乌镇', '3513', '/wuzhen']
['山东', '无棣县', '1197', '/wudi']
['河北', '无极县', '452', '/wuji']
['安徽', '无为县', '969', '/wuweixian']
['江苏', '无锡', '13', '/wuxi']
['安徽', '芜湖', '111', '/wuhu']
['安徽', '芜湖县', '947', '/wuhuxian']
['陕西', '吴堡县', '2069', '/wubao']
['广东', '吴川市', '1524', '/wuchuan']
['江苏', '吴江', '419', '/wujiang']
['陕西', '吴起县', '2013', '/wuqi']
['河北', '吴桥县', '539', '/wuqiao']
['宁夏', '吴忠', '323', '/wuzhong']
['广西', '梧州', '227', '/wuzhou']
['黑龙江', '五大连池市', '784', '/wudalianchi']
['湖北', '五峰土家族自治县', '1366', '/wufeng']
['安徽', '五河县', '937', '/wuhe']
['广东', '五华县', '1487', '/wuhua']
['新疆', '五家渠', '409', '/wujiaqu']
['山东', '五莲县', '1169', '/wulian']
['山西', '五台县', '609', '/wutai']
['内蒙古', '五原县', '678', '/wuyuanxian']
['山西', '五寨县', '615', '/wuzai']
['海南', '五指山', '410', '/wuzhishan']
['河北', '武安市', '559', '/wuan']
['山东', '武城县', '1134', '/wucheng']
['内蒙古', '武川县', '659', '/wuchuanxian']
['湖北', '武当山', '3515', '/wudangshan']
['云南', '武定县', '1906', '/wuding']
['湖南', '武冈市', '1432', '/wugangshi']
['陕西', '武功县', '2041', '/wugong']
['湖北', '武汉', '16', '/wuhan']
['广西', '武鸣区', '1529', '/wuming']
['江西', '武宁县', '1044', '/wuning']
['福建', '武平县', '1028', '/wuping']
['河北', '武强县', '522', '/wuqiang']
['甘肃', '武山县', '2097', '/wushan']
['四川', '武胜县', '1638', '/wusheng']
['甘肃', '武威', '304', '/wuwei']
['山西', '武乡县', '599', '/wuxiang']
['广西', '武宣县', '1598', '/wuxuan']
['湖北', '武穴市', '1338', '/wuxue']
['福建', '武夷山', '989', '/wuyishan']
['浙江', '武义县', '895', '/wuyixian']
['河北', '武邑县', '521', '/wuyi']
['河南', '武陟县', '1233', '/wuzhi']
['河南', '舞钢市', '1274', '/wugang']
['河南', '舞阳县', '1272', '/wuyang']
['贵州', '务川仡佬族苗族自治县', '1756', '/wuchuanzzxian']
['江西', '婺源县', '1087', '/wuyuan']
['新疆', '尉犁县', '2252', '/weili']
['河北', '蔚县', '461', '/weixian']
['湖南', '泸溪县', '1457', '/xxluxi']
['山东', '莘县', '1124', '/xinxian']
['河北', '威县', '556', '/xtweixian']
['河北', '行唐县', '447', '/xingtang']
['河南', '浚县', '1243', '/xunxian']
['福建', '厦门', '15', '/xiamen']
['陕西', '西安', '17', '/xian']
['四川', '西昌市', '382', '/xichang']
['四川', '西充县', '1635', '/xichong']
['云南', '西畴县', '1926', '/xichou']
['安徽', '西递', '3611', '/xidi']
['辽宁', '西丰县', '698', '/xifeng']
['甘肃', '西和县', '2136', '/xihe']
['河南', '西华县', '1300', '/xihua']
['宁夏', '西吉县', '2196', '/xiji']
['贵州', '西江千户苗寨', '3625', '/xijiangqianhu']
['广西', '西林县', '1583', '/xilin']
['四川', '西岭雪山', '3620', '/xilingxueshan']
['云南', '西盟佤族自治县', '1866', '/ximeng']
['青海', '西宁', '313', '/xining']
['河南', '西平县', '1310', '/xiping']
['云南', '西双版纳', '276', '/xishuangbanna']
['浙江', '西塘', '3512', '/xitang']
['内蒙古', '西乌珠穆沁旗', '3572', '/xiwuqinqi']
['河南', '西峡县', '1283', '/xixia']
['陕西', '西乡县', '2054', '/xixiang']
['山西', '昔阳县', '624', '/xiyang']
['贵州', '息烽县', '1743', '/xifengxian']
['河南', '息县', '1291', '/xyxixian']
['湖北', '浠水县', '1342', '/xishui']
['河南', '淅川县', '1286', '/xichuan']
['内蒙古', '锡林郭勒', '54', '/xilinguole']
['内蒙古', '锡林浩特市', '367', '/xilinhaote']
['贵州', '习水县', '1754', '/xishuixian']
['山西', '隰县', '644', '/xixian']
['四川', '喜德县', '1733', '/xide']
['云南', '喜洲', '3627', '/xizhou']
['江西', '峡江县', '1110', '/xiajian']
['福建', '霞浦县', '1033', '/xiapu']
['甘肃', '夏河县', '2155', '/xiahe']
['山东', '夏津县', '1133', '/xiajin']
['山西', '夏县', '3525', '/xiaxian']
['河南', '夏邑县', '1265', '/xiayi']
['浙江', '仙都', '3614', '/xiandu']
['浙江', '仙居县', '902', '/xianju']
['湖北', '仙桃', '189', '/xiantao']
['湖北', '咸丰县', '1373', '/xianfeng']
['湖北', '咸宁', '186', '/xianning']
['陕西', '咸阳', '292', '/xianyang']
['河北', '献县', '540', '/xianxian']
['四川', '乡城县', '1721', '/gzzxiangcheng']
['山西', '乡宁县', '640', '/xiangning']
['云南', '香格里拉市', '1883', '/xianggelila']
['河北', '香河县', '493', '/xianghe']
['湖南', '湘潭', '193', '/xiangtan']
['湖南', '湘潭县', '1406', '/xiangtanxian']
['湖南', '湘西', '204', '/xiangxi']
['湖南', '湘乡市', '1404', '/xiangxiang']
['湖南', '湘阴县', '1397', '/xiangyin']
['河南', '襄城县', '1271', '/xcxiangcheng']
['山西', '襄汾县', '634', '/xiangfen']
['湖北', '襄阳', '180', '/xiangyang']
['山西', '襄垣县', '593', '/xiangyuan']
['内蒙古', '镶黄旗', '3574', '/xianghuangqi']
['河南', '祥符区', '1258', '/xiangfuqu']
['云南', '祥云县', '1887', '/xiangyun']
['江苏', '响水县', '850', '/xiangshui']
['河南', '项城市', '1298', '/xiangcheng']
['浙江', '象山', '2309', '/xiangshan']
['广西', '象州县', '1597', '/xiangzhou']
['安徽', '萧县', '924', '/xiaoxian']
['四川', '小金县', '1701', '/xiaojin']
['湖北', '孝昌县', '1334', '/xiaocang']
['湖北', '孝感', '183', '/xiaogan']
['山西', '孝义市', '646', '/xiaoyi']
['西藏', '谢通门县', '1986', '/xietongmen']
['河北', '辛集市', '439', '/xinji']
['广西', '忻城县', '1599', '/xincheng']
['山西', '忻州', '43', '/xinzhou']
['河南', '新安县', '1222', '/xinan']
['内蒙古', '新巴尔虎右旗', '3556', '/chenhuyouqi']
['内蒙古', '新巴尔虎左旗', '3555', '/chenhuzuoqi']
['辽宁', '新宾满族自治县', '701', '/xinbin']
['河南', '新蔡县', '1314', '/xincha']
['浙江', '新昌县', '887', '/xincang']
['四川', '新都区', '4424', '/xindu']
['广东', '新丰县', '1476', '/xinfengxian']
['江西', '新干县', '1111', '/jaxinganxian']
['新疆', '新和县', '2217', '/xinhexian']
['河北', '新河县', '553', '/xinhe']
['湖南', '新化县', '1455', '/xinhua']
['湖南', '新晃侗族自治县', '1448', '/xinhuang']
['广东', '新会', '4436', '/xinhui']
['山西', '新绛县', '3522', '/xinjiangxian']
['四川', '新津县', '1613', '/xinjin']
['河北', '新乐市', '442', '/xinle']
['四川', '新龙县', '1714', '/xinliu']
['河南', '新密市', '1211', '/xinmi']
['辽宁', '新民市', '684', '/xinmin']
['湖南', '新宁县', '1439', '/xinning']
['云南', '新平彝族傣族自治县', '1838', '/xinping']
['湖南', '新邵县', '1435', '/xinshao']
['山东', '新泰市', '1191', '/xintai']
['湖南', '新田县', '1428', '/xintian']
['河南', '新县', '1297', '/xinxianxian']
['河南', '新乡', '166', '/xinxiang']
['河南', '新乡县', '1237', '/xinxiangxian']
['广东', '新兴县', '1515', '/xinxing']
['河南', '新野县', '1289', '/xinye']
['江苏', '新沂市', '829', '/xinyi']
['江西', '新余', '138', '/xinyu']
['新疆', '新源县', '2263', '/xinyuan']
['河南', '新郑市', '1209', '/xinzheng']
['江西', '信丰县', '1063', '/xinfeng']
['河南', '信阳', '174', '/xinyang']
['广东', '信宜市', '1521', '/xinyishi']
['江西', '星子县', '1048', '/xingzi']
['河北', '邢台', '28', '/xingtai']
['河北', '邢台县', '544', '/xingtaixian']
['内蒙古', '兴安盟', '53', '/xingan']
['广西', '兴安县', '1539', '/xinganxian']
['辽宁', '兴城市', '721', '/xingcheng']
['江西', '兴国县', '1073', '/xingguo']
['青海', '兴海县', '2306', '/xinghai']
['内蒙古', '兴和县', '676', '/xinghe']
['江苏', '兴化市', '856', '/xinghua']
['河北', '兴隆县', '470', '/xinglong']
['广东', '兴宁市', '1483', '/xingning']
['陕西', '兴平市', '2031', '/xingping']
['贵州', '兴仁县', '1808', '/xingren']
['湖北', '兴山县', '1363', '/xingshan']
['四川', '兴文县', '1666', '/xingwen']
['山西', '兴县', '650', '/xingxian']
['广西', '兴业县', '1560', '/xingye']
['贵州', '兴义市', '1807', '/xingyi']
['河北', '雄县', '513', '/xiongxian']
['安徽', '休宁县', '960', '/xiuning']
['江西', '修水县', '1045', '/xiushui']
['贵州', '修文县', '1742', '/xiuwen']
['河南', '修武县', '1231', '/xiuwu']
['辽宁', '岫岩满族自治县', '709', '/xiuyan']
['江苏', '盱眙县', '842', '/xuyi']
['河北', '徐水区', '504', '/xushui']
['广东', '徐闻县', '1528', '/xuwen']
['江苏', '徐州', '92', '/xuzhou']
['河南', '许昌', '169', '/xuchang']
['河南', '许昌县', '1269', '/xuchangxian']
['四川', '叙永县', '1657', '/xuyong']
['湖南', '溆浦县', '1444', '/xupu']
['安徽', '宣城', '126', '/xuancheng']
['湖北', '宣恩县', '1372', '/xuanen']
['四川', '宣汉县', '1675', '/xuanhan']
['河北', '宣化县', '456', '/xuanhua']
['云南', '宣威市', '1824', '/xuanwei']
['山东', '薛城', '4441', '/xuecheng']
['陕西', '旬阳县', '2079', '/xunyang']
['陕西', '旬邑县', '2039', '/xunyi']
['云南', '寻甸回族彝族自治县', '1823', '/xundian']
['江西', '寻乌县', '1075', '/xunwu']
['青海', '循化撒拉族自治县', '2164', '/xunhua']
['黑龙江', '逊克县', '786', '/xunke']
['河南', '荥阳市', '1213', '/xingyang']
['福建', '仙游县', '997', '/xianyou']
['山西', '临猗县', '3518', '/yclinyixian']
['四川', '芦山县', '1692', '/yalushan']
['浙江', '乐清', '905', '/yueqing']
['新疆', '尉犁县', '2252', '/weili']
['河北', '蔚县', '461', '/weixian']
['内蒙古', '牙克石市', '669', '/yakeshi']
['四川', '雅安', '252', '/yaan']
['四川', '雅江县', '1710', '/yajian']
['黑龙江', '亚布力', '3597', '/yabuli']
['西藏', '亚东县', '1992', '/yadong']
['山东', '烟台', '148', '/yantai']
['新疆', '焉耆回族自治县', '2258', '/yanqi']
['河南', '鄢陵县', '1270', '/yanling']
['陕西', '延安', '294', '/yanan']
['吉林', '延边', '78', '/yanbian']
['陕西', '延川县', '2009', '/yanchuan']
['吉林', '延吉市', '361', '/yanji']
['河南', '延津县', '1240', '/yanjin']
['陕西', '延长县', '2008', '/yanchang']
['湖南', '炎陵县', '1403', '/yanlingxian']
['贵州', '沿河土家族自治县', '1777', '/yanhe']
['四川', '盐边县', '1669', '/yanbianxian']
['江苏', '盐城', '97', '/yancheng']
['宁夏', '盐池县', '2194', '/yanchi']
['云南', '盐津县', '1846', '/yanjinxian']
['河北', '盐山县', '536', '/yanshan']
['四川', '盐亭县', '1620', '/yanting']
['四川', '盐源县', '1724', '/yanyuan']
['山东', '兖州区', '1182', '/yanzhou']
['河南', '偃师市', '1220', '/yanshi']
['云南', '砚山县', '1925', '/yanshanxian']
['浙江', '雁荡山', '3604', '/yandangshan']
['江苏', '扬中市', '863', '/yangzhong']
['江苏', '扬州', '12', '/yangzhou']
['山西', '阳城县', '605', '/yangcheng']
['广东', '阳春市', '1517', '/yangchun']
['广东', '阳东区', '1519', '/yangdong']
['山西', '阳高县', '582', '/yanggao']
['山东', '阳谷县', '1123', '/yanggu']
['广东', '阳江', '217', '/yangjiang']
['山西', '阳曲县', '576', '/yangqu']
['山西', '阳泉', '37', '/yangquan']
['广东', '阳山县', '1467', '/yangshan']
['广西', '阳朔县', '1535', '/yangsu']
['广东', '阳西县', '1518', '/yangxi']
['湖北', '阳新县', '1347', '/yangxinxian']
['山东', '阳信县', '1196', '/yangxin']
['河北', '阳原县', '462', '/yangyuan']
['陕西', '洋县', '2053', '/yangxian']
['云南', '漾濞彝族自治县', '1895', '/yangbi']
['云南', '姚安县', '1902', '/yaoan']
['新疆', '叶城县', '2207', '/yecheng']
['河南', '叶县', '1277', '/yexian']
['河南', '伊川县', '1228', '/yichuan']
['黑龙江', '伊春', '85', '/yichun']
['内蒙古', '伊金霍洛旗', '3549', '/yijinqi']
['新疆', '伊犁', '336', '/yili']
['新疆', '伊宁市', '2259', '/yining']
['新疆', '伊宁县', '2260', '/yiningxian']
['吉林', '伊通满族自治县', '744', '/yitong']
['新疆', '伊吾县', '2234', '/yiwuxian']
['黑龙江', '依安县', '776', '/yian']
['安徽', '黟县', '961', '/hsyixian']
['四川', '仪陇县', '1634', '/yilong']
['江苏', '仪征市', '424', '/yizheng']
['湖北', '夷陵区', '3505', '/yiling']
['山东', '沂南县', '1178', '/yinan']
['山东', '沂水县', '1174', '/yishui']
['山东', '沂源县', '1144', '/yiyuan']
['四川', '宜宾', '249', '/yibin']
['四川', '宜宾县', '1659', '/yibinxian']
['湖北', '宜昌', '179', '/yichang']
['湖北', '宜城市', '1324', '/yicheng']
['陕西', '宜川县', '2017', '/yichuanxian']
['江西', '宜春', '142', '/jiangxiyichun']
['湖北', '宜都市', '1360', '/yidu']
['江西', '宜丰县', '1104', '/yifeng']
['江西', '宜黄县', '1093', '/yihuang']
['陕西', '宜君县', '2020', '/yijun']
['云南', '宜良县', '1819', '/yiliang']
['江苏', '宜兴', '428', '/yixing']
['河南', '宜阳县', '1226', '/lyyiyang']
['湖南', '宜章县', '1417', '/yizhang']
['广西', '宜州市', '1586', '/yizhou']
['云南', '彝良县', '1851', '/yiliangxian']
['江西', '弋阳县', '1083', '/sryiyang']
['安徽', '义安区', '950', '/yianqu']
['河南', '义马市', '1215', '/yima']
['浙江', '义乌', '385', '/yiwu']
['辽宁', '义县', '720', '/jzyixian']
['云南', '易门县', '1836', '/yimen']
['河北', '易县', '503', '/bdyixian']
['湖南', '益阳', '199', '/yiyang']
['山西', '翼城县', '633', '/yichengxian']
['宁夏', '银川', '321', '/yinchuan']
['贵州', '印江土家族苗族自治县', '1776', '/yinjiang']
['广东', '英德市', '1464', '/yingde']
['新疆', '英吉沙县', '2204', '/yingjisha']
['湖北', '英山县', '1341', '/yingshan']
['江西', '鹰潭', '139', '/yingtan']
['四川', '荥经县', '1688', '/yingjing']
['云南', '盈江县', '1877', '/yingjian']
['辽宁', '营口', '63', '/yingkou']
['四川', '营山县', '1632', '/yingshanxian']
['安徽', '颍上县', '935', '/yingshang']
['湖北', '应城市', '1331', '/yingcheng']
['山西', '应县', '579', '/yingxian']
['福建', '永安市', '998', '/yongan']
['甘肃', '永昌县', '2090', '/yongcang']
['河南', '永城市', '1260', '/yongcheng']
['福建', '永春县', '1013', '/yongchun']
['云南', '永德县', '1869', '/yongde']
['甘肃', '永登县', '2087', '/yongdeng']
['福建', '永定区', '1026', '/yongding']
['江西', '永丰县', '1112', '/yongfeng']
['广西', '永福县', '1540', '/yongfu']
['山西', '永和县', '643', '/yonghe']
['吉林', '永吉县', '740', '/yongjixian']
['山西', '永济市', '3501', '/yongji']
['甘肃', '永靖县', '2143', '/yongjing']
['浙江', '永康', '893', '/yongkang']
['河北', '永年县', '567', '/yongnian']
['宁夏', '永宁县', '2190', '/yongning']
['云南', '永平县', '1890', '/yongping']
['河北', '永清县', '492', '/yongqing']
['云南', '永仁县', '1904', '/yongren']
['云南', '永善县', '1848', '/yongshan']
['云南', '永胜县', '1854', '/yongsheng']
['陕西', '永寿县', '2036', '/yongshou']
['湖南', '永顺县', '1462', '/yongshun']
['福建', '永泰县', '986', '/yongtai']
['江西', '永新县', '1117', '/yongxin']
['湖南', '永兴县', '1416', '/yongxing']
['江西', '永修县', '1046', '/yongxiu']
['湖南', '永州', '201', '/yongzhou']
['湖南', '攸县', '1401', '/youxian']
['福建', '尤溪县', '1003', '/youxi']
['黑龙江', '友谊县', '803', '/youyi']
['山西', '右玉县', '580', '/youyu']
['江西', '于都县', '1072', '/yudu']
['新疆', '于田县', '2228', '/yutianxian']
['江西', '余干县', '1084', '/yugan']
['江西', '余江县', '1055', '/yujian']
['贵州', '余庆县', '1753', '/yuqing']
['浙江', '余姚', '423', '/yuyao']
['山西', '盂县', '590', '/yuxian']
['山东', '鱼台县', '1185', '/yutai']
['陕西', '榆林', '296', '/yulin']
['山西', '榆社县', '621', '/yushe']
['吉林', '榆树市', '726', '/yushushi']
['甘肃', '榆中县', '2089', '/yuzhong']
['河南', '虞城县', '1261', '/yuchengxian']
['山东', '禹城市', '1130', '/yucheng']
['河南', '禹州市', '1267', '/yuzhou']
['浙江', '玉环县', '903', '/yuhuan']
['广西', '玉林', '232', '/guangxiyulin']
['云南', '玉龙纳西族自治县', '1856', '/yulong']
['甘肃', '玉门市', '2102', '/yumen']
['贵州', '玉屏侗族自治县', '1775', '/yuping']
['江西', '玉山县', '1080', '/yushan']
['青海', '玉树', '319', '/yushu']
['青海', '玉树市', '2179', '/yushushi']
['河北', '玉田县', '487', '/yutian']
['云南', '玉溪', '269', '/yuxi']
['广东', '郁南县', '1516', '/yunanxian']
['新疆', '裕民县', '2273', '/yumin']
['云南', '元江哈尼族彝族傣族自治县', '1839', '/yuanjiang']
['云南', '元谋县', '1905', '/yuanmou']
['河北', '元氏县', '454', '/yuanshi']
['云南', '元阳县', '1919', '/yuanyangxian']
['湖南', '沅江市', '1389', '/yuanjian']
['湖南', '沅陵县', '1442', '/yuanling']
['山西', '垣曲县', '3524', '/hengquxian']
['山西', '原平市', '607', '/yuanping']
['河南', '原阳县', '1239', '/yuanyang']
['湖北', '远安县', '1362', '/yuanan']
['四川', '岳池县', '1637', '/yuechi']
['新疆', '岳普湖县', '2209', '/yuepuhu']
['安徽', '岳西县', '958', '/yuexi']
['湖南', '岳阳', '196', '/yueyang']
['湖南', '岳阳县', '1395', '/yueyangxian']
['四川', '越西县', '1735', '/yuexixian']
['广东', '云安区', '1514', '/yunan']
['广东', '云浮', '223', '/yunfu']
['浙江', '云和县', '915', '/yunhe']
['云南', '云龙县', '1891', '/yunliu']
['湖北', '云梦县', '1336', '/yunmeng']
['云南', '云县', '1868', '/yunxianxian']
['湖北', '郧西县', '1320', '/yunxi']
['湖北', '郧阳区', '1317', '/yunyangqu']
['山西', '运城', '42', '/yuncheng']
['山东', '郓城县', '1206', '/yunchengxian']
['福建', '云霄县', '1016', '/yunxiao']
['湖南', '绥宁县', '1438', '/zysuining']
['浙江', '台州', '108', '/zhejiangtaizhou']
['安徽', '枞阳县', '953', '/zongyang']
['青海', '杂多县', '2180', '/zaduo']
['河北', '赞皇县', '451', '/zanhuang']
['河北', '枣强县', '520', '/zaoqiang']
['湖北', '枣阳市', '1323', '/zaoyang']
['山东', '枣庄', '146', '/zaozhuang']
['青海', '泽库县', '2171', '/zekun']
['新疆', '泽普县', '2205', '/zepu']
['山西', '泽州县', '603', '/zhezhou']
['内蒙古', '扎赉特旗', '3567', '/zhalaiteqi']
['内蒙古', '扎兰屯市', '668', '/zalantun']
['内蒙古', '扎鲁特旗', '3542', '/zhaluteqi']
['西藏', '扎囊县', '1968', '/zhanang']
['西藏', '札达县', '1999', '/zhada']
['陕西', '柞水县', '2086', '/zuoshui']
['山东', '沾化区', '1198', '/zhanhua']
['云南', '沾益区', '1826', '/zhanyi']
['广东', '湛江', '210', '/zhanjiang']
['河北', '张北县', '457', '/zhangbei']
['甘肃', '张家川回族自治县', '2098', '/zhangjiachuan']
['江苏', '张家港', '418', '/zhangjiagang']
['湖南', '张家界', '198', '/zhangjiajie']
['河北', '张家口', '30', '/zhangjiakou']
['甘肃', '张掖', '305', '/zhangye']
['山东', '章丘', '1118', '/zhangqiu']
['辽宁', '彰武县', '693', '/zhangwu']
['福建', '漳平市', '1024', '/zhangping']
['福建', '漳浦县', '1017', '/zhangpu']
['甘肃', '漳县', '2128', '/zhangxian']
['福建', '漳州', '130', '/zhangzhou']
['江西', '樟树市', '1099', '/zhangshu']
['山东', '招远市', '1159', '/zhaoyuan']
['四川', '昭觉县', '1732', '/zhaojue']
['广西', '昭平县', '1601', '/zhaoping']
['新疆', '昭苏县', '2264', '/zhaosu']
['云南', '昭通', '271', '/zhaotong']
['河北', '赵县', '455', '/zhaoxian']
['黑龙江', '肇东市', '816', '/zhaodong']
['广东', '肇庆', '212', '/zhaoqing']
['黑龙江', '肇源县', '789', '/zhaoyuanxian']
['黑龙江', '肇州县', '788', '/zhaozhou']
['河南', '柘城县', '1266', '/zhecheng']
['福建', '柘荣县', '1034', '/zherong']
['贵州', '贞丰县', '1811', '/zhenfeng']
['陕西', '镇安县', '2085', '/zhenan']
['陕西', '镇巴县', '2058', '/zhenba']
['江苏', '镇江', '98', '/zhenjiang']
['云南', '镇康县', '1870', '/zhenkang']
['吉林', '镇赉县', '730', '/zhenlai']
['贵州', '镇宁布依族苗族自治县', '1760', '/zhenning']
['河南', '镇平县', '1284', '/zhenping']
['陕西', '镇坪县', '2078', '/zhenpin']
['云南', '镇雄县', '1850', '/zhenxiong']
['云南', '镇沅彝族哈尼族拉祜族自治县', '1862', '/zhenyuanzzxian']
['甘肃', '镇原县', '2119', '/zhenyuanxian']
['贵州', '镇远县', '1783', '/zhenyuan']
['贵州', '正安县', '1750', '/zhengan']
['河北', '正定县', '445', '/zhengding']
['内蒙古', '正蓝旗', '3576', '/zhenglanqi']
['甘肃', '正宁县', '2117', '/zhengning']
['内蒙古', '正镶白旗', '3575', '/zhengbaiqi']
['河南', '正阳县', '1315', '/zhengyang']
['河南', '郑州', '160', '/zhengzhou']
['福建', '政和县', '996', '/zhenghe']
['湖北', '枝江市', '1359', '/zhijian']
['贵州', '织金县', '1766', '/zhijin']
['湖南', '芷江侗族自治县', '1449', '/zhijiang']
['陕西', '志丹县', '2012', '/zhidan']
['青海', '治多县', '2182', '/zhiduo']
['湖南', '中方县', '1445', '/zhongfang']
['四川', '中江县', '1629', '/zhongjian']
['河南', '中牟县', '1214', '/zhongmo']
['宁夏', '中宁县', '3592', '/zhongningxian']
['广东', '中山', '220', '/zhongshan']
['宁夏', '中卫', '351', '/zhongwei']
['山西', '中阳县', '649', '/zhongyang']
['广西', '钟山县', '1602', '/zhongshanxian']
['湖北', '钟祥市', '1328', '/zhongxiang']
['西藏', '仲巴县', '1991', '/zhongba']
['甘肃', '舟曲县', '2151', '/zhouqu']
['浙江', '舟山', '107', '/zhoushan']
['山东', '周村', '4445', '/zhoucun']
['河南', '周口', '175', '/zhoukou']
['福建', '周宁县', '1037', '/zhouning']
['陕西', '周至县', '2005', '/zhouzhi']
['江苏', '周庄', '3511', '/zhouzhuang']
['浙江', '朱家尖', '3607', '/zhujiajian']
['广东', '珠海', '206', '/zhuhai']
['湖南', '株洲', '192', '/zhuzhou']
['湖南', '株洲县', '1400', '/zhuzhouxian']
['山东', '诸城市', '1149', '/zhucheng']
['浙江', '诸暨', '883', '/zhuji']
['湖北', '竹山县', '1318', '/zhushan']
['湖北', '竹溪县', '1321', '/zhuxi']
['河南', '驻马店', '176', '/zhumadian']
['辽宁', '庄河市', '431', '/zhuanghe']
['甘肃', '庄浪县', '2124', '/zhuanglang']
['内蒙古', '准格尔旗', '3544', '/zhungeerqi']
['河北', '涿鹿县', '466', '/zhuolu']
['河北', '涿州市', '498', '/zhuozhou']
['甘肃', '卓尼县', '2150', '/zhuoni']
['内蒙古', '卓资县', '673', '/zhuozi']
['江西', '资溪县', '1095', '/zixi']
['湖南', '资兴市', '1414', '/zixing']
['四川', '资阳', '254', '/ziyang']
['广西', '资源县', '1542', '/ziyuan']
['四川', '资中县', '1644', '/zizhong']
['山东', '淄博', '145', '/zibo']
['山东', '淄川', '4443', '/zichuan']
['陕西', '子长县', '2010', '/zichang']
['陕西', '子洲县', '2071', '/zizhou']
['湖北', '秭归县', '1364', '/zigui']
['四川', '梓潼县', '1622', '/zitong']
['广东', '紫金县', '1478', '/zijin']
['陕西', '紫阳县', '2075', '/ziyangxian']
['贵州', '紫云苗族布依族自治县', '1761', '/ziyun']
['四川', '自贡', '238', '/zigong']
['山东', '邹城市', '1183', '/zoucheng']
['山东', '邹平县', '1200', '/zouping']
['河北', '遵化市', '481', '/zunhua']
['贵州', '遵义', '260', '/zunyi']
['贵州', '遵义县', '1747', '/zunyixian']
['西藏', '左贡县', '1956', '/zuogong']
['山西', '左权县', '622', '/zuoquan']
['山西', '左云县', '587', '/zuoyun']
['福建', '诏安县', '1018', '/zhaoan']
